0.000453507	0.003163808	0.014360824	0.046295341	0.102851303
0.000549742	0.003654381	0.01583829	0.048930129	0.104686663
0.000655572	0.004178191	0.017368068	0.051558479	0.106348681
0.000771497	0.004735956	0.018948698	0.05417411	0.107831815
0.000898023	0.005328343	0.020578557	0.056770666	0.109130974
0.001035663	0.00595597	0.022255855	0.05934174	0.110241537
0.001184935	0.006619402	0.023978642	0.061880888	0.111159369
0.001346359	0.007319148	0.025744806	0.064381645	0.111880833
0.001520461	0.008055655	0.027552073	0.066837546	0.112402807
0.001707769	0.008829312	0.029398016	0.069242141	0.112722696
0.001908811	0.009640438	0.031280053	0.071589016	0.11283844
0.002124118	0.01048929	0.033195451	0.073871807	0.112748526
0.002354217	0.011376051	0.03514133	0.076084222	0.112451994
0.002599638	0.012300834	0.037114669	0.078220057	0.111948442
0.002860905	0.013263676	0.03911231	0.080273214	0.111238031
0.00313854	0.014264538	0.041130961	0.08223772	0.110321488
0.003433059	0.015303302	0.043167206	0.084107745	0.109200108
0.003744974	0.016379769	0.045217508	0.085877617	0.107875747
0.004074789	0.017493659	0.047278214	0.087541843	0.106350828
0.004423	0.018644606	0.049345567	0.089095123	0.10462833
0.004790094	0.019832161	0.051415709	0.090532367	0.102711784
0.005176547	0.021055786	0.05348469	0.091848713	0.100605268
0.005582824	0.022314857	0.055548476	0.093039541	0.098313393
0.006009378	0.023608662	0.057602959	0.094100488	0.095841294
0.006456645	0.024936398	0.059643963	0.095027464	0.093194619
0.00692505	0.026297175	0.061667255	0.095816663	0.090379512
0.007414998	0.027690009	0.063668551	0.096464582	0.087402598
0.00792688	0.02911383	0.065643532	0.096968025	0.084270966
0.008461064	0.030567477	0.067587846	0.097324123	0.080992152
0.009017901	0.032049697	0.069497126	0.09753034	0.077574115
0.009597721	0.033559151	0.071366992	0.097584485	0.074025217
0.010200831	0.03509441	0.073193068	0.097484719	0.070354202
0.010827515	0.036653958	0.074970989	0.097229567	0.066570171
0.011478031	0.038236193	0.076696414	0.096817924	0.062682554
0.012152615	0.039839427	0.078365033	0.096249059	0.058701086
0.012851472	0.041461891	0.079972581	0.095522623	0.054635782
0.013574783	0.043101731	0.081514849	0.094638654	0.050496904
0.014322699	0.044757018	0.082987693	0.093597578	0.046294935
0.015095341	0.046425741	0.084387044	0.092400213	0.042040548
0.0158928	0.048105818	0.085708924	0.091047768	0.037744575
0.016715136	0.049795094	0.086949449	0.089541847	0.033417979
0.017562375	0.051491343	0.088104845	0.087884446	0.029071817
